action_id,document_path,confidence,review_state,matched_terms
ACC-COMERCIALIZACION-8BC2ED0AC1,02_ACTIVIDADES_REALIZADAS/MEMORIA ACTIVIDADES set_oct 2025.docx,1.0,automatico,comercializacion|mercartes|stand
ACC-COMUNICACION-7E8A7C43A1,02_ACTIVIDADES_REALIZADAS/Servicios enGira!.pdf,0.61,pendiente_revision,comunicacion|espectaculos|premium
,02_ACTIVIDADES_REALIZADAS/CERTIFICADO DE ASISTENCIA 2026-185.pdf,0.156,sin_vincular,
ACC-COMUNICACION-002E11867C,02_ACTIVIDADES_REALIZADAS/dossier_patrocinio.pdf,0.61,pendiente_revision,comunicacion|contratacion
,02_ACTIVIDADES_REALIZADAS/MKT_CAMPAIGN_26/🎯 Campañas 0b109d19145b48059627e14c2047d4e5.pdf,0.195,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/MKT_CAMPAIGN_26/campaña_mkt_multicanal.pages,0.0,sin_vincular,
ACC-COMERCIALIZACION-8BC2ED0AC1,02_ACTIVIDADES_REALIZADAS/MERCARTES/E127 - ENGIRA!_signed.pdf,0.78,automatico,mercartes|stand
ACC-COMERCIALIZACION-8BC2ED0AC1,02_ACTIVIDADES_REALIZADAS/MERCARTES/HOJA DE RUTAmercartes.docx,0.78,automatico,mercartes|stand
ACC-RESPONSABLE-DE-OPE-1C962F9F75,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Acompañamiento semestral.pdf,0.39,pendiente_revision,estrategia
ACC-COMUNICACION-3483E4784F,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/Campaña_posicionamiento_LasTeatrísimas.pdf,0.39,pendiente_revision,newsletter
ACC-COMUNICACION-3483E4784F,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/Informe_sesion1_LasTeatrisimas.pdf,0.61,pendiente_revision,comunicacion|newsletter
ACC-ADMINISTRACION-F593A8F72D,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/DIART - programa de acompañamiento - 1a sesion.docx,0.624,pendiente_revision,bases|datos|gestion|plataforma
ACC-ALIANZAS-ESTRATEGI-995F56EB25,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/210_dossier_2056391700.pdf,0.433,pendiente_revision,acompanamiento|creacion|distribucion|espacios|programas
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/210_rider_4028755481.pdf,0.26,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/Guion_primera_sesion_Las_Teatrisimas_enGira.pages,0.173,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/ejemplo_PLATEA.docx,0.26,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/PLANTILLA CACHET.xlsm,0.173,sin_vincular,
ACC-ALIANZAS-ESTRATEGI-995F56EB25,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/plantilla_email_distribucion.docx,0.433,pendiente_revision,acompanamiento|artistas|distribucion|espacios|programas
ACC-ADMINISTRACION-4BB25BB8C5,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/modelo_mail_comision_RED_CAM.docx,0.39,pendiente_revision,atencion
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/tercera_sessió_diArt.pages,0.173,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/CACHÉ.pages,0.173,sin_vincular,
ACC-RESPONSABLE-DE-OPE-1C962F9F75,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/escenarios_de_venta.docx,0.39,pendiente_revision,estrategia
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/PLANTILLA CACHET H2o sala.numbers,0.173,sin_vincular,
ACC-GESTORIA-6F82F39FEF,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/PLANTILLA CACHET H2o sala.xlsx,1.0,automatico,gestoria
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/PLANTILLA CACHET H2o sala.xlsm,0.173,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/DIART - programa de acompañamiento - 1a sesion.pages,0.173,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/Cachés DI-ART cast.pdf,0.26,sin_vincular,
ACC-ADMINISTRACION-F593A8F72D,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/DiArt_sesion2_programa de acompañamiento .pdf,0.624,pendiente_revision,bases|datos|gestion|plataforma
ACC-ADMINISTRACION-1FE0EB5C6C,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/comisionprograma.pdf,0.39,pendiente_revision,telefono
ACC-COMUNICACION-59E0E34B98,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/DIART - programa de acompañamiento - 1a sesion.pdf,0.532,pendiente_revision,comunicacion|engira|herramientas
ACC-RESPONSABLE-DE-OPE-1C962F9F75,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/Acompañamiento semestral.pdf,0.39,pendiente_revision,estrategia
ACC-ALIANZAS-ESTRATEGI-995F56EB25,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/Espacios colaboradores.xlsx,0.52,pendiente_revision,acompanamiento|artistas|colaboradores|creacion|espacios|programas
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/acompañamiento semestral.pages,0.173,sin_vincular,
ACC-ALIANZAS-ESTRATEGI-995F56EB25,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/Borrador e-mail.docx,0.52,pendiente_revision,acompanamiento|artistas|creacion|distribucion|espacios|programas
ACC-ADMINISTRACION-F593A8F72D,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/PLANTILLA E-MAIL FUNCIONAMIENTO PROGRAMA.docx,0.468,pendiente_revision,bases|datos|plataforma
ACC-COMERCIALIZACION-B951E5B6AC,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/PLANTILLA E-MAIL FUNCIONAMIENTO PROGRAMA.pages,0.39,pendiente_revision,mail
ACC-ALIANZAS-ESTRATEGI-995F56EB25,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/LaPeraDelOlmo/LaPeraDelOlmo_sesion3_programa_acompañamiento.pdf,0.567,pendiente_revision,acompanamiento|alianzas|distribucion|espacios|estrategicas|programas
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/LaPeraDelOlmo/LaPeraDelOlmo_sesion3_programa_acompañamiento.pages,0.173,sin_vincular,
ACC-COMERCIALIZACION-B951E5B6AC,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/LaPeraDelOlmo/LaPeraDelOlmo_sesion2_programa_acompañamiento.pdf,0.78,automatico,mail|marketing
ACC-RESPONSABLE-DE-OPE-1C962F9F75,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/LaPeraDelOlmo/LaPeraDelOlmo_sesion1_programa_acompañamiento.pdf,0.39,pendiente_revision,estrategia
ACC-RESPONSABLE-DE-OPE-1C962F9F75,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/IMPRESIONES Y PAISAJES/BIBILIOGRAFÍA.docx,0.39,pendiente_revision,estrategia
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/Esquema_modalidad_a1_regimen_especial.pdf,0.173,sin_vincular,
ACC-COMUNICACION-FF2562408B,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/Resumen_bases.pdf,0.48,pendiente_revision,comunicacion|material
,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/Esquema_modalidad_a1_regimen_general.pdf,0.173,sin_vincular,
ACC-COMUNICACION-7E8A7C43A1,02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/bases_ayudas_a_gira.pdf,0.61,pendiente_revision,comunicacion|espectaculos|promocion
,02_ACTIVIDADES_REALIZADAS/ANALISIS/INSTAGRAM_AUDIENCE_ANALYTICS/comportamiento.png,0.0,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/ANALISIS/INSTAGRAM_AUDIENCE_ANALYTICS/audience.png,0.0,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/ANALISIS/INSTAGRAM_AUDIENCE_ANALYTICS/engagement.png,0.0,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/ANALISIS/ANALISIS_CAMPAÑAS_HISTORICAS/outputs/informes/insights_finales.txt,0.195,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/ANALISIS/ANALISIS_CAMPAÑAS_HISTORICAS/outputs/graficos/rendimiento_dia_semana.png,0.195,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/ANALISIS/ANALISIS_CAMPAÑAS_HISTORICAS/outputs/graficos/engagement_por_tematica.png,0.195,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/ANALISIS/ANALISIS_CAMPAÑAS_HISTORICAS/outputs/graficos/heatmap_tematica_publico.png,0.195,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/ANALISIS/ANALISIS_CAMPAÑAS_HISTORICAS/outputs/graficos/boxplot_rendimiento_clickrate.png,0.195,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/ANALISIS/ANALISIS_CAMPAÑAS_HISTORICAS/outputs/graficos/estacionalidad_mensual.png,0.195,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/ANALISIS/ANALISIS_CAMPAÑAS_HISTORICAS/outputs/graficos/evolucion_anual_openrate.png,0.195,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/ANALISIS/ANALISIS_CAMPAÑAS_HISTORICAS/outputs/graficos/scatter_volumen_openrate.png,0.195,sin_vincular,
,02_ACTIVIDADES_REALIZADAS/WEBINARS/26-11/84469769617 - Attendee Report.csv,0.156,sin_vincular,
ACC-ALIANZAS-ESTRATEGI-589DE31784,02_ACTIVIDADES_REALIZADAS/WEBINARS/26-11/Presentación enGira!.pdf,0.61,pendiente_revision,alianzas|circuitos|contratacion|engira|espectaculos|estrategicas
,02_ACTIVIDADES_REALIZADAS/WEBINARS/26-11/84469769617 - Registration Report.csv,0.156,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_08_20.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 10_40_02.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_45_24.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_45_30.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_35_46.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 11_31_08.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 10_55_11.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creatividades/ChatGPT Image 12 jun 2026, 10_28_39.png",0.22,sin_vincular,
ACC-FORMACION-4EE5B508E3,04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/enGira! - Artículo 01 Datos y Gestión Cultural.pdf,0.74,pendiente_revision,comercial|formacion
,04_COMUNICACION_Y_DIFUSION/creacion_contenido/circo_artesVivas_IG/circo_artesVivas_IG.gif,0.22,sin_vincular,
,04_COMUNICACION_Y_DIFUSION/creacion_contenido/circo_artesVivas_IG/circo_artesVivas_IG.mp4,0.22,sin_vincular,
,04_COMUNICACION_Y_DIFUSION/creacion_contenido/danza_calle_brevo/danza_calle_brevo.gif,0.22,sin_vincular,
,04_COMUNICACION_Y_DIFUSION/creacion_contenido/danza_calle_brevo/danza_calle_brevo.mp4,0.22,sin_vincular,
,04_COMUNICACION_Y_DIFUSION/creacion_contenido/danza_calle_IG/danza_calle_IG.mp4,0.22,sin_vincular,
,04_COMUNICACION_Y_DIFUSION/creacion_contenido/danza_calle_IG/danza_calle_IG.gif,0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_08_20.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 10_40_02.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_45_24.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_45_30.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_35_46.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 11_31_08.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 10_55_11.png",0.22,sin_vincular,
,"04_COMUNICACION_Y_DIFUSION/creacion_contenido/investigacion/creatividades/ChatGPT Image 12 jun 2026, 10_28_39.png",0.22,sin_vincular,
ACC-COMERCIALIZACION-396ABB13E0,05_PARTICIPANTES_Y_COLABORADORES/contrato zeena_signed_signed.pdf,0.585,pendiente_revision,artistas|pago|servicios
ACC-GESTORIA-EEEA1E56B7,05_PARTICIPANTES_Y_COLABORADORES/CONTRATO PRL MARIA JOSE MORAL_signed.pdf,0.78,automatico,prl
ACC-LABORAL-2DD02484ED,05_PARTICIPANTES_Y_COLABORADORES/20251104152200_210.pdf,0.61,pendiente_revision,laboral
ACC-LABORAL-2DD02484ED,05_PARTICIPANTES_Y_COLABORADORES/contrato_carles_firmado.pdf,0.61,pendiente_revision,laboral
ACC-ADMINISTRACION-A0CC1B65E1,05_PARTICIPANTES_Y_COLABORADORES/FUNCIONES DEL PUESTO.docx,1.0,automatico,administracion|contabilidad
ACC-ADMINISTRACION-4BB25BB8C5,05_PARTICIPANTES_Y_COLABORADORES/MARIA JOSE MORAL.pdf,0.78,automatico,atencion|cliente
ACC-LABORAL-2DD02484ED,05_PARTICIPANTES_Y_COLABORADORES/CONTRATO_PRESTADOR_SERVICIOS_FIRMADO_MARIA JOSE MORAL.pdf,0.61,pendiente_revision,laboral
ACC-GESTORIA-EEEA1E56B7,05_PARTICIPANTES_Y_COLABORADORES/20251104152206_781.pdf,0.78,automatico,prl
ACC-LABORAL-2DD02484ED,05_PARTICIPANTES_Y_COLABORADORES/redespidotrabajador/recibo finiq. maria jose 311025.pdf,0.61,pendiente_revision,laboral
,05_PARTICIPANTES_Y_COLABORADORES/redespidotrabajador/despido carles 311025.doc,0.195,sin_vincular,
ACC-FORMACION-4EE5B508E3,05_PARTICIPANTES_Y_COLABORADORES/redespidotrabajador/finiq. maria jose 311025.pdf,0.48,pendiente_revision,formacion
ACC-LABORAL-2DD02484ED,05_PARTICIPANTES_Y_COLABORADORES/rebajanuevaempleadaautnoma/recibo finiq. darlene 241125.pdf,0.61,pendiente_revision,laboral
,05_PARTICIPANTES_Y_COLABORADORES/rebajanuevaempleadaautnoma/no sup. pp darlene 241125.rtf,0.195,sin_vincular,
ACC-FORMACION-4EE5B508E3,05_PARTICIPANTES_Y_COLABORADORES/rebajanuevaempleadaautnoma/finiq. darlene 241125.pdf,0.48,pendiente_revision,formacion
ACC-FORMACION-4EE5B508E3,05_PARTICIPANTES_Y_COLABORADORES/NÓMINAS/Copia de NOM_CARLES_HARILLO_signed.pdf,0.48,pendiente_revision,formacion
ACC-SOPORTE-TECNICO-Y--F45DA80C53,05_PARTICIPANTES_Y_COLABORADORES/servidor/Acuerdo de encargo de tratamiento de datos personales.pdf,0.945,automatico,servidor|software|soporte|tecnico
ACC-SOPORTE-TECNICO-Y--F45DA80C53,05_PARTICIPANTES_Y_COLABORADORES/servidor/Condiciones y Términos Generales.pdf,0.835,automatico,servidor|software
ACC-SOPORTE-TECNICO-Y--F45DA80C53,05_PARTICIPANTES_Y_COLABORADORES/servidor/Condiciones particulares - Servidores.pdf,0.835,automatico,servidor|software
ACC-ADMINISTRACION-4BB25BB8C5,05_PARTICIPANTES_Y_COLABORADORES/servidor/Información al consumidor y usuario sobre el derecho de desistimiento.pdf,0.78,automatico,atencion|cliente
,05_PARTICIPANTES_Y_COLABORADORES/CONTROL HORARIO/20251105115206-informe-mensual-control-horario-octubre.pdf,0.195,sin_vincular,
,05_PARTICIPANTES_Y_COLABORADORES/CONTROL HORARIO/hores enGira! setembre_signed.pdf,0.195,sin_vincular,
ACC-COMUNICACION-002E11867C,06_DESARROLLO_PLATAFORMA/SEO/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_11_01.pdf,0.39,pendiente_revision,contratacion
ACC-COMUNICACION-002E11867C,06_DESARROLLO_PLATAFORMA/SEO/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2026_02_01.pdf,0.39,pendiente_revision,contratacion
ACC-ADMINISTRACION-F593A8F72D,06_DESARROLLO_PLATAFORMA/SEO/mpE_C6GGUgR7ow3P7hDAqKrZCdxvjCajFoM+YNnH2Fw=.pdf,0.468,pendiente_revision,bases|gestion|plataforma
ACC-COMERCIALIZACION-396ABB13E0,06_DESARROLLO_PLATAFORMA/SEO/Implementación - Engina art.docx,0.39,pendiente_revision,artistas|implementacion
ACC-COMUNICACION-002E11867C,06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_03_03.pdf,0.39,pendiente_revision,contratacion
ACC-COMUNICACION-002E11867C,06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_07_03.pdf,0.39,pendiente_revision,contratacion
ACC-COMUNICACION-002E11867C,06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_10_07.pdf,0.39,pendiente_revision,contratacion
ACC-COMUNICACION-002E11867C,06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_02_03.pdf,0.39,pendiente_revision,contratacion
ACC-COMUNICACION-002E11867C,06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_09_09.pdf,0.39,pendiente_revision,contratacion
ACC-COMUNICACION-002E11867C,06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_06_03.pdf,0.39,pendiente_revision,contratacion
ACC-COMUNICACION-002E11867C,06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_04_03.pdf,0.39,pendiente_revision,contratacion
ACC-ADMINISTRACION-1FE0EB5C6C,08_JUSTIFICACION_ECONOMICA/relacion_gastos.xlsx,1.0,automatico,administracion|internet|telefono
,08_JUSTIFICACION_ECONOMICA/liquidaci-n-de-dietas-y-gastos-de-viaje.docx,0.22,sin_vincular,
,08_JUSTIFICACION_ECONOMICA/INSTRUCCIONES_JUSTIFICACION/ZjRmNTkyZmM5OWRjZmNmMTg5MzU0NDE2MDYyNzM5ZjM3NDI2MjljM2QwNDNhMDAyOWU0NWIyOGZmZDdiYWQ3OA==.pdf,0.26,sin_vincular,
ACC-SOPORTE-TECNICO-Y--97F30C5E65,08_JUSTIFICACION_ECONOMICA/INSTRUCCIONES_JUSTIFICACION/manual-para-la-justificaci-n.pdf,0.575,pendiente_revision,desarrollo|incidencias|resolucion
ACC-SOPORTE-TECNICO-Y--97F30C5E65,08_JUSTIFICACION_ECONOMICA/INSTRUCCIONES_JUSTIFICACION/instrucciones-para-la-justificaci-n-innovaci-n-2025.pdf,0.575,pendiente_revision,desarrollo|incidencias|resolucion
ACC-ADMINISTRACION-A0CC1B65E1,08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/Moviments_1_9_2026.xlsx,0.78,automatico,contabilidad
ACC-ADMINISTRACION-A0CC1B65E1,08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/INGRESOS/engira_09_la_pera_del_olmo.pdf,0.78,automatico,contabilidad
ACC-ADMINISTRACION-A0CC1B65E1,08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/INGRESOS/01_di_art_engira.pdf,0.78,automatico,contabilidad
ACC-ADMINISTRACION-A0CC1B65E1,08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/JUSTIFICANTES DE PAGO/Justificante F2026_04_zeena.pdf,0.78,automatico,contabilidad
