Ruta Relativa,Nombre Archivo,Extensión,Tamaño (bytes),Categoría,Fecha Modificación,Ruta Absoluta
06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_03_03.pdf,3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_03_03.pdf,.pdf,430490,documento,2025-03-03T11:00:16,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_03_03.pdf
06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_04_03.pdf,3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_04_03.pdf,.pdf,408014,documento,2025-04-03T09:25:02,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_04_03.pdf
06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_06_03.pdf,3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_06_03.pdf,.pdf,888933,documento,2025-06-04T09:42:18,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_06_03.pdf
06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_07_03.pdf,3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_07_03.pdf,.pdf,1050537,documento,2025-07-07T11:27:40,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_07_03.pdf
06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_09_09.pdf,3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_09_09.pdf,.pdf,1412504,documento,2025-09-11T21:43:08.480869,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_09_09.pdf
06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_10_07.pdf,3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_10_07.pdf,.pdf,1554765,documento,2025-10-07T14:17:05.845052,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/06_DESARROLLO_PLATAFORMA/SEO/reportes/3.2736.-Maria-Artes-Escenicas-DISP-SIN-IVA_2025_10_07.pdf
08_JUSTIFICACION_ECONOMICA/.DS_Store,.DS_Store,,8196,otro,2026-07-25T17:20:28.717877,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/.DS_Store,.DS_Store,,6148,otro,2026-07-25T13:24:51.057562,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/.DS_Store,.DS_Store,,8196,otro,2026-07-25T13:24:51.051331,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/.DS_Store,.DS_Store,,6148,otro,2026-07-25T13:22:47.580034,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/ALIANZAS /F260009 -Zeena - Dossier EnGira.pdf,F260009 -Zeena - Dossier EnGira.pdf,.pdf,28114,documento,2026-04-02T10:52:24,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/ALIANZAS /F260009 -Zeena - Dossier EnGira.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SERVICIO DATA/.DS_Store,.DS_Store,,6148,otro,2026-06-08T12:50:28.322391,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SERVICIO DATA/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SERVICIO DATA/factura_1_servicio_data.pdf,factura_1_servicio_data.pdf,.pdf,147049,documento,2026-04-03T10:12:37.508404,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SERVICIO DATA/factura_1_servicio_data.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SERVIDOR/.DS_Store,.DS_Store,,6148,otro,2026-04-02T12:49:41.376283,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SERVIDOR/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SERVIDOR/Factura_2026-01-25_202785368394_V99933615.pdf,Factura_2026-01-25_202785368394_V99933615.pdf,.pdf,86089,documento,2026-04-02T12:52:28.418840,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SERVIDOR/Factura_2026-01-25_202785368394_V99933615.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SERVIDOR/Factura_2026-02-25_202785665358_V99933615.pdf,Factura_2026-02-25_202785665358_V99933615.pdf,.pdf,75312,documento,2026-04-02T12:52:14.792686,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SERVIDOR/Factura_2026-02-25_202785665358_V99933615.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SERVIDOR/Factura_2026-03-25_202785955106_V99933615.pdf,Factura_2026-03-25_202785955106_V99933615.pdf,.pdf,75146,documento,2026-04-02T12:51:09.975878,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SERVIDOR/Factura_2026-03-25_202785955106_V99933615.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/.DS_Store,.DS_Store,,6148,otro,2026-04-05T15:32:18.671646,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/Factura_FMPVAAJ001XXXX.pdf,Factura_FMPVAAJ001XXXX.pdf,.pdf,71829,documento,2026-04-02T13:00:34.582794,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/Factura_FMPVAAJ001XXXX.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/Factura_FMPVABJ005XXXX.pdf,Factura_FMPVABJ005XXXX.pdf,.pdf,69586,documento,2026-04-02T12:52:11.240432,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/Factura_FMPVABJ005XXXX.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/Factura_FMPVACJ007XXXX.pdf,Factura_FMPVACJ007XXXX.pdf,.pdf,69531,documento,2026-04-02T12:51:44.997750,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/Factura_FMPVACJ007XXXX.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/Factura_MMPVACJ002XXXX.pdf,Factura_MMPVACJ002XXXX.pdf,.pdf,62181,documento,2026-04-02T12:51:41.904344,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/Factura_MMPVACJ002XXXX.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/INV337023537.pdf,INV337023537.pdf,.pdf,530169,documento,2026-04-02T12:52:01.240615,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/INV337023537.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/INV341096775.pdf,INV341096775.pdf,.pdf,529940,documento,2026-04-02T12:51:58.919127,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/INV341096775.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/INV341096775_A23333533_02092026.pdf,INV341096775_A23333533_02092026.pdf,.pdf,516291,documento,2026-04-02T12:52:18.475703,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/INV341096775_A23333533_02092026.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/INV345039957_A23333533_03092026.pdf,INV345039957_A23333533_03092026.pdf,.pdf,481953,documento,2026-04-02T12:51:52.175583,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/INV345039957_A23333533_03092026.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/factura monitor.pdf,factura monitor.pdf,.pdf,89869,documento,2026-04-02T12:52:21.132663,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/1TR2026/SUMINISTROS/factura monitor.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/2TR2026/.DS_Store,.DS_Store,,6148,otro,2026-07-25T13:22:47.583086,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/2TR2026/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/2TR2026/DATA/02_Zeena_Data_enGira.pdf,02_Zeena_Data_enGira.pdf,.pdf,147853,documento,2026-06-08T12:44:24.848734,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/2TR2026/DATA/02_Zeena_Data_enGira.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/2TR2026/MKT/03_Zeena_MKT_engira.pdf,03_Zeena_MKT_engira.pdf,.pdf,140009,documento,2026-06-19T11:21:52.724579,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/2TR2026/MKT/03_Zeena_MKT_engira.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/2TR2026/MKT/04_Zeena_MKT_enGira.pdf,04_Zeena_MKT_enGira.pdf,.pdf,140009,documento,2026-06-19T11:22:57.436121,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/2TR2026/MKT/04_Zeena_MKT_enGira.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/.DS_Store,.DS_Store,,10244,otro,2026-07-25T13:22:55.535553,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/.DS_Store,.DS_Store,,8196,otro,2026-07-25T13:22:47.577886,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/.DS_Store,.DS_Store,,6148,otro,2025-10-02T18:21:44.056439,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/.DS_Store
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/DIETAS/Factura_Mercartes_2025_C752426 (1).pdf,Factura_Mercartes_2025_C752426 (1).pdf,.pdf,179398,documento,2025-09-19T03:51:56,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/DIETAS/Factura_Mercartes_2025_C752426 (1).pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/DIETAS/Factura_Mercartes_2025_C752426 (2).pdf,Factura_Mercartes_2025_C752426 (2).pdf,.pdf,179400,documento,2025-10-01T00:09:32,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/DIETAS/Factura_Mercartes_2025_C752426 (2).pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/DIETAS/Factura_Mercartes_2025_C752426 (5).pdf,Factura_Mercartes_2025_C752426 (5).pdf,.pdf,179401,documento,2025-10-01T00:15:16,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/DIETAS/Factura_Mercartes_2025_C752426 (5).pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/PRODUCCIÓN/Factura No. 2025 E 000629 - enGira.pdf,Factura No. 2025 E 000629 - enGira.pdf,.pdf,74914,documento,2025-10-02T18:20:21.574851,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/PRODUCCIÓN/Factura No. 2025 E 000629 - enGira.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/PRODUCCIÓN/Factura STAND ENGIRA!.pdf,Factura STAND ENGIRA!.pdf,.pdf,171685,documento,2025-10-01T03:14:58,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/PRODUCCIÓN/Factura STAND ENGIRA!.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/PRODUCCIÓN/Factura pccomponentes TV.pdf,Factura pccomponentes TV.pdf,.pdf,23305,documento,2025-09-16T00:20:36,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/PRODUCCIÓN/Factura pccomponentes TV.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/PRODUCCIÓN/factura pie de tv.pdf,factura pie de tv.pdf,.pdf,80601,documento,2025-09-26T04:00:04,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/PRODUCCIÓN/factura pie de tv.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/TRANSPORTE/VJLVK4WVZN6U2846.pdf,VJLVK4WVZN6U2846.pdf,.pdf,9255,documento,2025-09-30T05:10:24,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/MERCARTES/TRANSPORTE/VJLVK4WVZN6U2846.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/NÓMINAS/NOM_CARLES_HARILLO.pdf,NOM_CARLES_HARILLO.pdf,.pdf,379631,documento,2025-10-01T03:12:22,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/COMERCIALIZACIÓN/NÓMINAS/NOM_CARLES_HARILLO.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/DIETAS/FACTURA CUANDO SALI DE CUBA MESA 19-25.pdf,FACTURA CUANDO SALI DE CUBA MESA 19-25.pdf,.pdf,201605,documento,2025-09-19T00:19:10,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/DIETAS/FACTURA CUANDO SALI DE CUBA MESA 19-25.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/MANTENIMIENTO TÉCNICO/Factura_202507_01.pdf,Factura_202507_01.pdf,.pdf,10284,documento,2025-09-12T00:17:16,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/MANTENIMIENTO TÉCNICO/Factura_202507_01.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SEGURIDAD SOCIAL/CUOTA AGOSTO.png,CUOTA AGOSTO.png,.png,230139,imagen,2025-10-01T13:14:23.359382,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SEGURIDAD SOCIAL/CUOTA AGOSTO.png
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SEGURIDAD SOCIAL/CUOTA JULIO.png,CUOTA JULIO.png,.png,218051,imagen,2025-10-01T13:15:06.756305,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SEGURIDAD SOCIAL/CUOTA JULIO.png
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SEGURIDAD SOCIAL/CUOTA SEPT.png,CUOTA SEPT.png,.png,218932,imagen,2025-10-01T13:14:53.880929,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SEGURIDAD SOCIAL/CUOTA SEPT.png
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SEGURIDAD SOCIAL/cos maria moral0925.pdf,cos maria moral0925.pdf,.pdf,77967,documento,2025-09-29T03:14:14,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SEGURIDAD SOCIAL/cos maria moral0925.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SERVIDOR/Factura_2025-07-25_202783634042_V99933615.pdf,Factura_2025-07-25_202783634042_V99933615.pdf,.pdf,74998,documento,2025-09-04T04:22:50,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SERVIDOR/Factura_2025-07-25_202783634042_V99933615.pdf
08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SERVIDOR/Factura_2025-08-25_202783913737_V99933615.pdf,Factura_2025-08-25_202783913737_V99933615.pdf,.pdf,74996,documento,2025-09-04T04:23:12,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/08_JUSTIFICACION_ECONOMICA/CONTABILIDAD/GASTOS/3TR2025/SERVIDOR/Factura_2025-08-25_202783913737_V99933615.pdf
