Ruta Relativa,Nombre Archivo,Extensión,Tamaño (bytes),Categoría,Fecha Modificación,Ruta Absoluta
02_ACTIVIDADES_REALIZADAS/CERTIFICADO DE ASISTENCIA 2026-185.pdf,CERTIFICADO DE ASISTENCIA 2026-185.pdf,.pdf,210858,documento,2026-02-03T17:21:51.002124,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/CERTIFICADO DE ASISTENCIA 2026-185.pdf
02_ACTIVIDADES_REALIZADAS/MEMORIA ACTIVIDADES set_oct 2025.docx,MEMORIA ACTIVIDADES set_oct 2025.docx,.docx,386571,documento,2026-07-25T12:59:27.707429,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/MEMORIA ACTIVIDADES set_oct 2025.docx
02_ACTIVIDADES_REALIZADAS/MERCARTES/E127 - ENGIRA!_signed.pdf,E127 - ENGIRA!_signed.pdf,.pdf,361119,documento,2025-08-29T13:03:37.836108,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/MERCARTES/E127 - ENGIRA!_signed.pdf
02_ACTIVIDADES_REALIZADAS/MERCARTES/HOJA DE RUTAmercartes.docx,HOJA DE RUTAmercartes.docx,.docx,39480,documento,2025-10-20T12:11:53.507469,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/MERCARTES/HOJA DE RUTAmercartes.docx
02_ACTIVIDADES_REALIZADAS/MKT_CAMPAIGN_26/campaña_mkt_multicanal.pages,campaña_mkt_multicanal.pages,.pages,465349,documento,2026-07-24T13:47:17.680868,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/MKT_CAMPAIGN_26/campaña_mkt_multicanal.pages
02_ACTIVIDADES_REALIZADAS/MKT_CAMPAIGN_26/🎯 Campañas 0b109d19145b48059627e14c2047d4e5.pdf,🎯 Campañas 0b109d19145b48059627e14c2047d4e5.pdf,.pdf,272851,documento,2026-07-24T11:29:06,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/MKT_CAMPAIGN_26/🎯 Campañas 0b109d19145b48059627e14c2047d4e5.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/.DS_Store,.DS_Store,,8196,otro,2026-07-25T15:09:53.117794,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/.DS_Store
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Acompañamiento semestral.pdf,Acompañamiento semestral.pdf,.pdf,20760,documento,2025-11-26T10:09:40.811221,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Acompañamiento semestral.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/.DS_Store,.DS_Store,,6148,otro,2026-01-24T10:55:19.109613,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/.DS_Store
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/CACHÉ.pages,CACHÉ.pages,.pages,261613,documento,2026-04-23T13:17:03.656243,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/CACHÉ.pages
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/Cachés DI-ART cast.pdf,Cachés DI-ART cast.pdf,.pdf,9092447,documento,2026-03-16T10:32:52.285017,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/Cachés DI-ART cast.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/DIART - programa de acompañamiento - 1a sesion.pages,DIART - programa de acompañamiento - 1a sesion.pages,.pages,259732,documento,2026-03-18T10:18:50.230858,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/DIART - programa de acompañamiento - 1a sesion.pages
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/DIART - programa de acompañamiento - 1a sesion.pdf,DIART - programa de acompañamiento - 1a sesion.pdf,.pdf,224028,documento,2026-01-14T23:18:04.538864,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/DIART - programa de acompañamiento - 1a sesion.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/DiArt_sesion2_programa de acompañamiento .pdf,DiArt_sesion2_programa de acompañamiento .pdf,.pdf,219790,documento,2026-03-18T10:20:45.507960,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/DiArt_sesion2_programa de acompañamiento .pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/PLANTILLA CACHET H2o sala.numbers,PLANTILLA CACHET H2o sala.numbers,.numbers,996265,otro,2026-04-22T13:05:20.365340,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/PLANTILLA CACHET H2o sala.numbers
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/PLANTILLA CACHET H2o sala.xlsm,PLANTILLA CACHET H2o sala.xlsm,.xlsm,33677,hoja_calculo,2026-03-16T10:34:35.607477,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/PLANTILLA CACHET H2o sala.xlsm
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/PLANTILLA CACHET H2o sala.xlsx,PLANTILLA CACHET H2o sala.xlsx,.xlsx,142695,hoja_calculo,2026-04-23T13:18:32.611284,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/PLANTILLA CACHET H2o sala.xlsx
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/comisionprograma.pdf,comisionprograma.pdf,.pdf,554831,documento,2026-03-16T11:23:58.599427,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/comisionprograma.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/escenarios_de_venta.docx,escenarios_de_venta.docx,.docx,15983,documento,2026-04-23T13:17:33.922554,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/escenarios_de_venta.docx
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/tercera_sessió_diArt.pages,tercera_sessió_diArt.pages,.pages,200456,documento,2026-06-22T13:40:04.126823,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/DiArt/tercera_sessió_diArt.pages
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/Acompañamiento semestral.pdf,Acompañamiento semestral.pdf,.pdf,20760,documento,2025-11-26T10:09:40.811221,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/Acompañamiento semestral.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/Borrador e-mail.docx,Borrador e-mail.docx,.docx,15464,documento,2025-04-30T09:41:34,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/Borrador e-mail.docx
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/Espacios colaboradores.xlsx,Espacios colaboradores.xlsx,.xlsx,13650,hoja_calculo,2025-05-06T08:58:00,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/Espacios colaboradores.xlsx
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/IMPRESIONES Y PAISAJES/BIBILIOGRAFÍA.docx,BIBILIOGRAFÍA.docx,.docx,10596,documento,2026-05-20T11:38:26.599376,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/IMPRESIONES Y PAISAJES/BIBILIOGRAFÍA.docx
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/PLANTILLA E-MAIL FUNCIONAMIENTO PROGRAMA.docx,PLANTILLA E-MAIL FUNCIONAMIENTO PROGRAMA.docx,.docx,11507,documento,2026-05-18T14:50:24.241042,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/PLANTILLA E-MAIL FUNCIONAMIENTO PROGRAMA.docx
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/PLANTILLA E-MAIL FUNCIONAMIENTO PROGRAMA.pages,PLANTILLA E-MAIL FUNCIONAMIENTO PROGRAMA.pages,.pages,265027,documento,2026-05-18T14:50:19.803114,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/PLANTILLA E-MAIL FUNCIONAMIENTO PROGRAMA.pages
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/acompañamiento semestral.pages,acompañamiento semestral.pages,.pages,212542,documento,2025-11-26T10:10:31.747613,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Info/acompañamiento semestral.pages
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/LaPeraDelOlmo/LaPeraDelOlmo_sesion1_programa_acompañamiento.pdf,LaPeraDelOlmo_sesion1_programa_acompañamiento.pdf,.pdf,206346,documento,2026-01-24T13:34:12.862800,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/LaPeraDelOlmo/LaPeraDelOlmo_sesion1_programa_acompañamiento.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/LaPeraDelOlmo/LaPeraDelOlmo_sesion2_programa_acompañamiento.pdf,LaPeraDelOlmo_sesion2_programa_acompañamiento.pdf,.pdf,423448,documento,2026-03-18T07:35:20.117714,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/LaPeraDelOlmo/LaPeraDelOlmo_sesion2_programa_acompañamiento.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/LaPeraDelOlmo/LaPeraDelOlmo_sesion3_programa_acompañamiento.pages,LaPeraDelOlmo_sesion3_programa_acompañamiento.pages,.pages,271732,documento,2026-05-28T12:09:15.956708,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/LaPeraDelOlmo/LaPeraDelOlmo_sesion3_programa_acompañamiento.pages
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/LaPeraDelOlmo/LaPeraDelOlmo_sesion3_programa_acompañamiento.pdf,LaPeraDelOlmo_sesion3_programa_acompañamiento.pdf,.pdf,204892,documento,2026-05-28T12:09:02.853310,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/LaPeraDelOlmo/LaPeraDelOlmo_sesion3_programa_acompañamiento.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/210_dossier_2056391700.pdf,210_dossier_2056391700.pdf,.pdf,4915204,documento,2026-05-19T15:18:34.405119,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/210_dossier_2056391700.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/210_rider_4028755481.pdf,210_rider_4028755481.pdf,.pdf,162402,documento,2026-05-19T15:18:55.456889,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/210_rider_4028755481.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/Campaña_posicionamiento_LasTeatrísimas.pdf,Campaña_posicionamiento_LasTeatrísimas.pdf,.pdf,119935,documento,2026-05-21T12:26:37.044362,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/Campaña_posicionamiento_LasTeatrísimas.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/DIART - programa de acompañamiento - 1a sesion.docx,DIART - programa de acompañamiento - 1a sesion.docx,.docx,58330,documento,2026-05-21T11:38:40.336687,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/DIART - programa de acompañamiento - 1a sesion.docx
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/Guion_primera_sesion_Las_Teatrisimas_enGira.pages,Guion_primera_sesion_Las_Teatrisimas_enGira.pages,.pages,731050,documento,2026-05-20T13:07:20.545601,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/Guion_primera_sesion_Las_Teatrisimas_enGira.pages
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/Informe_sesion1_LasTeatrisimas.pdf,Informe_sesion1_LasTeatrisimas.pdf,.pdf,139540,documento,2026-05-21T11:56:20.203643,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/Las Teatrísimas/Informe_sesion1_LasTeatrisimas.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/PLANTILLA CACHET.xlsm,PLANTILLA CACHET.xlsm,.xlsm,18863,hoja_calculo,2025-06-11T10:18:36,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/PLANTILLA CACHET.xlsm
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/ejemplo_PLATEA.docx,ejemplo_PLATEA.docx,.docx,9893,documento,2026-01-14T21:48:55.513151,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/ejemplo_PLATEA.docx
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/modelo_mail_comision_RED_CAM.docx,modelo_mail_comision_RED_CAM.docx,.docx,8590,documento,2026-02-06T18:05:52.461323,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/modelo_mail_comision_RED_CAM.docx
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/plantilla_email_distribucion.docx,plantilla_email_distribucion.docx,.docx,9553,documento,2026-01-14T21:38:54.202371,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/plantilla_email_distribucion.docx
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/.DS_Store,.DS_Store,,6148,otro,2026-04-02T09:30:38.728782,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/.DS_Store
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/Esquema_modalidad_a1_regimen_especial.pdf,Esquema_modalidad_a1_regimen_especial.pdf,.pdf,705235,documento,2026-04-02T09:30:15.858383,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/Esquema_modalidad_a1_regimen_especial.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/Esquema_modalidad_a1_regimen_general.pdf,Esquema_modalidad_a1_regimen_general.pdf,.pdf,509081,documento,2026-04-02T09:29:19.294022,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/Esquema_modalidad_a1_regimen_general.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/Resumen_bases.pdf,Resumen_bases.pdf,.pdf,26377,documento,2026-04-02T09:17:55.417286,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/Resumen_bases.pdf
02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/bases_ayudas_a_gira.pdf,bases_ayudas_a_gira.pdf,.pdf,749026,documento,2026-04-02T08:28:43.723749,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/PROGRAMAS DE ACOMPAÑAMIENTO/entregables/subvencion_a_gira_2026/bases_ayudas_a_gira.pdf
02_ACTIVIDADES_REALIZADAS/Servicios enGira!.pdf,Servicios enGira!.pdf,.pdf,105035,documento,2025-10-29T12:21:48.571906,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/Servicios enGira!.pdf
02_ACTIVIDADES_REALIZADAS/WEBINARS/.DS_Store,.DS_Store,,6148,otro,2026-07-25T13:20:19.252692,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/WEBINARS/.DS_Store
02_ACTIVIDADES_REALIZADAS/WEBINARS/26-11/.DS_Store,.DS_Store,,6148,otro,2026-07-25T14:54:25.081277,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/WEBINARS/26-11/.DS_Store
02_ACTIVIDADES_REALIZADAS/WEBINARS/26-11/84469769617 - Attendee Report.csv,84469769617 - Attendee Report.csv,.csv,15364,hoja_calculo,2025-11-26T12:47:57.389117,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/WEBINARS/26-11/84469769617 - Attendee Report.csv
02_ACTIVIDADES_REALIZADAS/WEBINARS/26-11/84469769617 - Registration Report.csv,84469769617 - Registration Report.csv,.csv,6682,hoja_calculo,2025-11-26T12:47:26.319852,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/WEBINARS/26-11/84469769617 - Registration Report.csv
02_ACTIVIDADES_REALIZADAS/WEBINARS/26-11/Presentación enGira!.pdf,Presentación enGira!.pdf,.pdf,2291013,documento,2025-11-18T07:13:03.459363,/Users/usuario/Desktop/PROFESIONAL/enGira/FINANCIACIÓN/SUBVENCIONES/MINISTERIO DE CULTURA/Industrias Culturales 25/JUSTIFICACION/datos_engira/02_ACTIVIDADES_REALIZADAS/WEBINARS/26-11/Presentación enGira!.pdf
